cell_line_name,run_accession,tissue,disease,disease_primary,disease_secondary,disease_stage,age_at_sampling,sex,ethnicity,genomewide,promoter,cgi,cpg_shore,cpg_shelf,methylation_canyon,exon,intron,gene_body,LINE,SINE,LTR
JURL-MK1,SRR8633306,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,73.0,male,Caucasian,0.374869,0.099202,0.172668,0.468189,0.622895,0.113699,0.362933,0.419552,0.405962,0.50686,0.617405,0.522917
LCLC-97TM1,SRR8633307,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,primary,44.0,male,Caucasian,0.52365,0.174069,0.283229,0.585804,0.737503,0.27293,0.489076,0.557571,0.54225,0.65347,0.725215,0.676021
Li-7,SRR8633308,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,,,Asian,0.325935,0.103255,0.183233,0.421843,0.546944,0.153952,0.326869,0.359421,0.353155,0.423056,0.50017,0.433604
LK-2,SRR8633309,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,,Asian,0.455677,0.147402,0.244735,0.510111,0.695717,0.221508,0.414604,0.484231,0.466458,0.636551,0.717406,0.667172
LMSU,SRR8633310,stomach,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,,,Asian,0.366661,0.166025,0.253837,0.41603,0.519917,0.228521,0.399631,0.394097,0.401197,0.443945,0.54148,0.46509
LN-18,SRR8633311,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,65.0,male,Caucasian,0.45484,0.116971,0.196252,0.505045,0.689466,0.188412,0.390329,0.483725,0.460223,0.657215,0.673044,0.658646
LN-229,SRR8633312,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,60.0,female,Caucasian,0.414443,0.140761,0.237958,0.489139,0.621266,0.186952,0.413816,0.446509,0.440934,0.550602,0.643246,0.565321
DAN-G,SRR8633313,pancreas,carcinoma,carcinoma,,primary,,,Caucasian,0.448788,0.107592,0.203454,0.535191,0.732167,0.17007,0.410595,0.486037,0.466887,0.62295,0.71548,0.648706
D341 Med,SRR8633314,central_nervous_system,primitive_neuroectodermal_tumour-medulloblastoma,primitive_neuroectodermal_tumour-medulloblastoma,,primary,3.5,male,Caucasian,0.565848,0.165206,0.259052,0.613214,0.774707,0.207297,0.48341,0.606139,0.57534,0.734132,0.787719,0.733907
NCI-H2009,SRR8633315,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,68.0,female,Caucasian,0.404576,0.103655,0.187715,0.476306,0.668453,0.167176,0.37758,0.440406,0.424896,0.617319,0.691818,0.654657
NCI-H2023,SRR8633316,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,26.0,male,Caucasian,0.438387,0.09756,0.174931,0.523931,0.726689,0.125796,0.395833,0.491744,0.465604,0.625572,0.707192,0.621518
NCI-H2029,SRR8633317,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,69.0,female,Caucasian,0.461191,0.0894638,0.167172,0.535946,0.735376,0.132712,0.374969,0.504453,0.466673,0.711536,0.779264,0.706944
NCI-H2030,SRR8633318,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,metastasis,,male,Caucasian,0.476294,0.130076,0.229071,0.553903,0.739591,0.202125,0.403421,0.494504,0.469339,0.68261,0.731947,0.711229
NCI-H2052,SRR8633319,pleura,mesothelioma,mesothelioma,,metastasis,65.0,male,Caucasian,0.499498,0.131928,0.235084,0.599032,0.793269,0.20484,0.453308,0.532952,0.513015,0.71046,0.784091,0.73182
NCI-H2066,SRR8633320,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,70.0,female,Caucasian,0.27596,0.0730619,0.126764,0.358345,0.496097,0.107341,0.254667,0.30945,0.294758,0.433902,0.469996,0.455698
COV318,SRR8633321,ovary,carcinoma,carcinoma,,primary,,female,Caucasian,0.427348,0.105943,0.171679,0.52587,0.723605,0.123457,0.375724,0.470212,0.443331,0.647172,0.710906,0.665091
COR-L95,SRR8633322,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,64.0,male,Caucasian,0.47018,0.110985,0.195746,0.547832,0.725658,0.17205,0.411033,0.519318,0.489809,0.669569,0.751889,0.67164
COV434,SRR8633323,ovary,sex_cord-stromal_tumour (granulosa_cell_tumour),sex_cord-stromal_tumour ,granulosa_cell_tumour,primary,,female,Caucasian,0.415178,0.110169,0.20996,0.535756,0.710156,0.157673,0.386923,0.456698,0.438255,0.517598,0.62598,0.52583
COV362,SRR8633324,ovary,carcinoma,carcinoma,,primary,,female,Caucasian,0.467833,0.082356,0.164658,0.565948,0.8078,0.112894,0.404132,0.50587,0.477555,0.752874,0.79112,0.779179
COV644,SRR8633325,ovary,carcinoma,carcinoma,,primary,,female,Caucasian,0.376266,0.0929854,0.176221,0.436568,0.600705,0.144623,0.366702,0.414625,0.404181,0.514539,0.612516,0.533679
COV504,SRR8633326,ovary,carcinoma,carcinoma,,primary,,female,Caucasian,0.342508,0.0547476,0.111016,0.388311,0.575631,0.0654225,0.313819,0.387719,0.368365,0.52743,0.630453,0.549235
D283 Med,SRR8633327,central_nervous_system,primitive_neuroectodermal_tumour-medulloblastoma,primitive_neuroectodermal_tumour-medulloblastoma,,metastasis,6.0,male,Caucasian,0.45329,0.105856,0.194068,0.520188,0.682411,0.130197,0.38803,0.477095,0.452678,0.709842,0.746369,0.753599
CW-2,SRR8633328,large_intestine,carcinoma,carcinoma,,primary,55.0,female,Asian,0.483297,0.174227,0.276828,0.567966,0.721025,0.267116,0.466536,0.516885,0.506167,0.618301,0.694333,0.654457
U-2 OS,SRR8633329,bone,osteosarcoma,osteosarcoma,,primary,15.0,female,Caucasian,0.46041,0.163249,0.27337,0.52671,0.667957,0.264408,0.445193,0.484518,0.477166,0.588969,0.650287,0.60726
U-87 MG,SRR8633330,central_nervous_system,glioma (astrocytoma),glioma ,astrocytoma,primary,44.0,female,Caucasian,0.361518,0.117341,0.200112,0.43675,0.557058,0.146266,0.38439,0.398673,0.399314,0.488964,0.588794,0.515475
SNU-C2A,SRR8633331,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,43.0,female,Asian,0.379362,0.101983,0.187453,0.451385,0.602643,0.159629,0.359047,0.411544,0.398942,0.513746,0.594038,0.532764
ST486,SRR8633332,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Burkitt_lymphoma),lymphoid_neoplasm ,Burkitt_lymphoma,metastasis,,female,Caucasian,0.661388,0.383503,0.496415,0.708372,0.807147,0.504351,0.632782,0.667455,0.661961,0.778501,0.820545,0.81543
SU.86.86,SRR8633333,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,57.0,female,Caucasian,0.44264,0.104007,0.190262,0.503403,0.706054,0.160634,0.406103,0.477449,0.46017,0.644234,0.708701,0.661539
HT55,SRR8633334,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Caucasian,0.452817,0.163934,0.267712,0.555087,0.741898,0.246758,0.417674,0.480937,0.464335,0.62809,0.717883,0.638962
SU-DHL-10,SRR8633335,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,25.0,male,Caucasian,0.417217,0.192717,0.286775,0.452648,0.558859,0.268258,0.442934,0.441136,0.446497,0.495567,0.585109,0.517414
HuT 102,SRR8633336,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome),lymphoid_neoplasm ,,primary,26.0,male,African_american,0.561527,0.136842,0.218818,0.640213,0.864463,0.167744,0.454663,0.589359,0.551717,0.85601,0.880512,0.873208
U266B1,SRR8633337,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,53.0,male,Caucasian,0.280834,0.140112,0.206364,0.347234,0.426924,0.191793,0.341288,0.318691,0.329735,0.29228,0.394133,0.27714
HEC-50B,SRR8633338,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.55654,0.190309,0.304203,0.6248,0.804707,0.275206,0.501991,0.581181,0.561653,0.751526,0.79338,0.781306
HEC-265,SRR8633339,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.587311,0.272907,0.391635,0.666812,0.805509,0.376055,0.562507,0.608537,0.599299,0.723268,0.793115,0.739841
SF-295,SRR8633340,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,67.0,female,Caucasian,0.35564,0.106161,0.192341,0.457315,0.590924,0.145535,0.368767,0.394877,0.391391,0.452447,0.572127,0.435569
SF268,SRR8633341,central_nervous_system,glioma,glioma,,primary,,,Caucasian,0.421459,0.118556,0.205674,0.520388,0.678604,0.162929,0.410863,0.467943,0.455368,0.544842,0.66492,0.539244
HEC-1-A,SRR8633342,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,71.0,female,Asian,0.608355,0.234562,0.34361,0.668902,0.838061,0.314583,0.545268,0.629416,0.608192,0.823823,0.849754,0.844796
HEC-151,SRR8633343,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.526143,0.228866,0.347995,0.578661,0.713009,0.331762,0.528257,0.565687,0.559585,0.63266,0.716675,0.655105
HEC-251,SRR8633344,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.529902,0.14808,0.248633,0.602019,0.787148,0.239272,0.463139,0.561899,0.535884,0.763495,0.807744,0.790915
HEC-1-B,SRR8633345,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,71.0,female,Asian,0.535579,0.167884,0.274563,0.609457,0.795751,0.230445,0.4749,0.560393,0.537607,0.792592,0.829319,0.834831
HD-MY-Z,SRR8633346,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,metastasis,29.0,,Caucasian,0.44478,0.118705,0.211539,0.547328,0.719984,0.149436,0.414315,0.487434,0.468503,0.608111,0.681773,0.628857
HDLM-2,SRR8633347,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,metastasis,74.0,male,Caucasian,0.56705,0.278646,0.393391,0.613407,0.741934,0.402507,0.542358,0.581998,0.574654,0.692631,0.741084,0.722839
HEC-108,SRR8633348,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.679957,0.31776,0.441693,0.754677,0.909025,0.433224,0.599245,0.683304,0.662039,0.882278,0.887213,0.902685
HDQ-P1,SRR8633349,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,50.0,female,Caucasian,0.413969,0.0930956,0.184472,0.515236,0.702871,0.155035,0.398623,0.460561,0.445535,0.581623,0.678921,0.589851
MDA-MB-468,SRR8633350,breast,carcinoma,carcinoma,,metastasis,51.0,female,African_american,0.463288,0.140864,0.238344,0.572116,0.736487,0.209018,0.431426,0.497936,0.481488,0.624712,0.728191,0.632213
SNU-410,SRR8633351,pancreas,carcinoma,carcinoma,,primary,53.0,male,Asian,0.506746,0.14266,0.250364,0.592121,0.789497,0.241485,0.461018,0.533234,0.515728,0.719271,0.77036,0.747818
SNU-C4,SRR8633352,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,35.0,male,Asian,0.476944,0.166357,0.274656,0.572394,0.734213,0.259948,0.459677,0.507392,0.497282,0.624703,0.701465,0.656129
Sq-1,SRR8633353,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,,Asian,0.427658,0.113286,0.205836,0.514475,0.696168,0.181114,0.410672,0.468294,0.454768,0.59102,0.679997,0.611765
HT-29,SRR8633354,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,44.0,female,Caucasian,0.432376,0.150688,0.230409,0.467067,0.632761,0.213232,0.412004,0.456568,0.447498,0.573346,0.64048,0.591927
SR-786,SRR8633355,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (anaplastic_large_cell_lymphoma),lymphoid_neoplasm ,anaplastic_large_cell_lymphoma,metastasis,11.0,male,Caucasian,0.599473,0.354105,0.464479,0.654304,0.754585,0.465537,0.599867,0.611274,0.61306,0.683287,0.738704,0.714805
HuT 78,SRR8633356,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome),lymphoid_neoplasm ,,primary,53.0,male,Caucasian,0.510009,0.164196,0.253526,0.586941,0.749446,0.214986,0.468845,0.548263,0.528871,0.665974,0.737487,0.674815
EFO-21,SRR8633357,ovary,carcinoma (serous_carcinoma),carcinoma ,serous_carcinoma,metastasis,56.0,female,Caucasian,0.489441,0.134499,0.215784,0.572096,0.773248,0.183608,0.446657,0.532895,0.511219,0.661839,0.732441,0.658169
EFO-27,SRR8633358,ovary,carcinoma (mucinous_carcinoma),carcinoma ,mucinous_carcinoma,metastasis,36.0,female,Caucasian,0.484661,0.138513,0.245143,0.585243,0.789475,0.201634,0.443869,0.526863,0.505494,0.625812,0.684785,0.609785
EC-GI-10,SRR8633359,oesophagus,carcinoma,carcinoma,,primary,65.0,male,Asian,0.558804,0.177028,0.290015,0.68042,0.852598,0.2696,0.482665,0.590831,0.560854,0.751368,0.818028,0.777791
EFE-184,SRR8633360,endometrium,carcinoma,carcinoma,,metastasis,69.0,female,Caucasian,0.544461,0.133648,0.236009,0.621981,0.829017,0.210495,0.468497,0.581297,0.550845,0.793429,0.827665,0.813193
EFM-192A,SRR8633361,breast,carcinoma,carcinoma,,metastasis,46.0,female,Caucasian,0.440846,0.128165,0.222783,0.53674,0.690579,0.193592,0.41299,0.470962,0.457093,0.590694,0.689393,0.615364
EFM-19,SRR8633362,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,50.0,female,Caucasian,0.443553,0.134237,0.229635,0.507179,0.691258,0.202544,0.439299,0.490543,0.4801,0.556417,0.667063,0.559807
EB1,SRR8633363,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Burkitt_lymphoma),lymphoid_neoplasm ,Burkitt_lymphoma,primary,9.0,female,African_american,0.610629,0.334888,0.440649,0.653831,0.780966,0.444538,0.592172,0.623116,0.618975,0.736477,0.795183,0.759948
EBC-1,SRR8633364,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,69.0,male,Asian,0.539748,0.202077,0.309044,0.651119,0.812212,0.298715,0.497166,0.566843,0.549714,0.722601,0.776645,0.739923
ECC10,SRR8633365,stomach,carcinoma (small_cell_adenocarcinoma),carcinoma ,small_cell_adenocarcinoma,metastasis,,,Asian,0.578925,0.217097,0.329901,0.654341,0.830785,0.327189,0.524552,0.602613,0.583115,0.757819,0.80662,0.769273
ECC12,SRR8633366,stomach,carcinoma (small_cell_adenocarcinoma),carcinoma ,small_cell_adenocarcinoma,metastasis,63.0,male,Asian,0.382605,0.0964329,0.171823,0.450769,0.605256,0.145401,0.357506,0.426486,0.408402,0.551318,0.647484,0.58626
MDA-MB-453,SRR8633367,breast,carcinoma,carcinoma,,metastasis,48.0,female,Caucasian,0.493701,0.170161,0.25478,0.547244,0.705783,0.239577,0.441481,0.518389,0.500445,0.644283,0.665602,0.664361
SNU-C1,SRR8633368,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,71.0,male,Asian,0.315987,0.101512,0.17871,0.379026,0.505695,0.145606,0.338243,0.359945,0.357207,0.391862,0.505102,0.390626
RERF-LC-KJ,SRR8633369,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,78.0,male,Asian,0.373318,0.0666242,0.147528,0.460879,0.649284,0.103038,0.340739,0.415471,0.395358,0.557964,0.658711,0.582861
MDA-MB-436,SRR8633370,breast,carcinoma,carcinoma,,metastasis,43.0,female,Caucasian,0.45686,0.109344,0.207135,0.581432,0.785281,0.170855,0.397439,0.490788,0.464409,0.67911,0.7459,0.683681
SNU-449,SRR8633371,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,52.0,male,Asian,0.484469,0.131418,0.226547,0.596961,0.780659,0.168556,0.444644,0.526821,0.505267,0.665674,0.750669,0.684951
SU-DHL-4,SRR8633372,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,38.0,male,Caucasian,0.543342,0.266836,0.371565,0.592882,0.725431,0.371935,0.522622,0.550411,0.547162,0.698972,0.754781,0.752672
TUHR10TKB,SRR8633373,kidney,carcinoma,carcinoma,,primary,,,Asian,0.476892,0.114112,0.206355,0.556602,0.759306,0.171018,0.418673,0.512253,0.487505,0.693412,0.749803,0.712564
SU-DHL-5,SRR8633374,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,primary,17.0,female,Caucasian,0.596511,0.325909,0.438711,0.647048,0.766982,0.443554,0.578425,0.59985,0.599005,0.730252,0.782048,0.788677
SNU-878,SRR8633375,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,54.0,female,Asian,0.423623,0.137344,0.214488,0.500192,0.663643,0.161956,0.415623,0.474711,0.461005,0.535987,0.636892,0.520446
Hs 940.T,SRR8633376,skin,malignant_melanoma,malignant_melanoma,,primary,57.0,male,Caucasian,0.401752,0.0593302,0.122236,0.479471,0.674316,0.0617718,0.348508,0.445184,0.418994,0.627497,0.723037,0.647371
SNU-8,SRR8633377,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,55.0,female,Asian,0.333709,0.0748904,0.139927,0.415975,0.573601,0.0958138,0.323104,0.37342,0.361397,0.491994,0.603083,0.51521
Hs 944.T,SRR8633378,skin,malignant_melanoma,malignant_melanoma,,metastasis,51.0,male,Caucasian,0.347728,0.0792486,0.153448,0.415444,0.573275,0.111501,0.336627,0.392253,0.378819,0.468348,0.580976,0.472524
SNU-899,SRR8633379,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,56.0,male,Asian,0.362935,0.100671,0.194669,0.408491,0.555424,0.168797,0.366076,0.405476,0.397747,0.511329,0.558359,0.560321
SNU-81,SRR8633380,large_intestine,carcinoma,carcinoma,,primary,53.0,male,Asian,0.50613,0.177726,0.284891,0.567732,0.723756,0.25398,0.46536,0.520911,0.508374,0.69395,0.750595,0.738537
NCI-H1581,SRR8633381,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,primary,44.0,male,Caucasian,0.425224,0.0991937,0.176631,0.512354,0.730827,0.136028,0.352589,0.470679,0.436147,0.603294,0.653916,0.585967
NCI-H1573,SRR8633382,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,35.0,female,Caucasian,0.501659,0.146274,0.245439,0.618183,0.805129,0.217477,0.43855,0.532761,0.507441,0.719601,0.773642,0.730327
TM-31,SRR8633383,central_nervous_system,glioma (astrocytoma),glioma ,astrocytoma,primary,,,Asian,0.437831,0.138024,0.231829,0.524584,0.652458,0.200072,0.421779,0.472611,0.461957,0.565454,0.66821,0.571502
SNU-869,SRR8633384,biliary_tract,carcinoma,carcinoma,,primary,,,Asian,0.4299,0.12851,0.224648,0.516185,0.707442,0.201564,0.407682,0.461106,0.449251,0.575943,0.66018,0.581904
OVISE,SRR8633385,ovary,carcinoma (clear_cell_carcinoma),carcinoma ,clear_cell_carcinoma,metastasis,40.0,female,Asian,0.493188,0.14985,0.259901,0.613623,0.786988,0.231243,0.45081,0.535278,0.512375,0.654469,0.737198,0.649245
OVK18,SRR8633386,ovary,carcinoma (endometrioid_carcinoma),carcinoma ,endometrioid_carcinoma,primary,,female,Asian,0.396608,0.132484,0.236061,0.486996,0.662262,0.180569,0.405483,0.439521,0.433171,0.458979,0.543307,0.440572
TUHR4TKB,SRR8633387,kidney,carcinoma,carcinoma,,primary,,,Asian,0.449596,0.0989285,0.187983,0.51297,0.692566,0.139309,0.402865,0.484315,0.463492,0.662053,0.722658,0.690156
Hs 821.T,SRR8633388,bone,giant_cell_tumour,giant_cell_tumour,,primary,31.0,female,Caucasian,0.341909,0.0828775,0.14933,0.412423,0.573519,0.12053,0.329208,0.387758,0.373751,0.478837,0.565019,0.458624
ESS-1,SRR8633389,endometrium,carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour),carcinoma ,,primary,76.0,female,Caucasian,0.479739,0.109026,0.187461,0.564128,0.760544,0.149329,0.41886,0.515804,0.489598,0.73685,0.801912,0.75727
OV-90,SRR8633390,ovary,carcinoma (mixed_carcinoma),carcinoma ,mixed_carcinoma,metastasis,64.0,female,Caucasian,0.339226,0.109492,0.183159,0.43146,0.562941,0.159118,0.336119,0.37828,0.368252,0.445819,0.559576,0.445947
OVCAR-4,SRR8633391,ovary,carcinoma,carcinoma,,primary,42.0,female,Caucasian,0.44761,0.106341,0.192537,0.565737,0.749873,0.155807,0.413101,0.492346,0.471816,0.606525,0.682429,0.604288
MHH-CALL-3,SRR8633392,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_B_cell_leukaemia,primary,11.0,female,Caucasian,0.567101,0.19838,0.284596,0.631336,0.830455,0.240721,0.495972,0.585221,0.561997,0.82656,0.859451,0.84995
MHH-CALL-2,SRR8633393,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_B_cell_leukaemia,primary,15.0,female,Caucasian,0.412701,0.116492,0.177596,0.471162,0.703276,0.141486,0.350074,0.428308,0.40748,0.717774,0.728547,0.754439
MG-63,SRR8633394,bone,osteosarcoma,osteosarcoma,,primary,14.0,male,Caucasian,0.508003,0.123959,0.224274,0.591172,0.767298,0.172469,0.446502,0.53703,0.513329,0.727983,0.758065,0.755905
MFE-319,SRR8633395,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,81.0,female,Caucasian,0.424153,0.113241,0.198909,0.495459,0.681576,0.174483,0.38341,0.457138,0.438356,0.598633,0.619724,0.61353
MIA PaCa-2,SRR8633396,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,65.0,male,Caucasian,0.474099,0.119619,0.188584,0.528141,0.701315,0.171258,0.397692,0.516197,0.485097,0.646943,0.680027,0.62614
MHH-NB-11,SRR8633397,autonomic_ganglia,neuroblastoma,neuroblastoma,,metastasis,4.0,male,Caucasian,0.448276,0.0820749,0.146049,0.501047,0.729276,0.0911496,0.368274,0.494094,0.459042,0.698525,0.732386,0.701275
MHH-ES-1,SRR8633398,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,,metastasis,12.0,male,Caucasian,0.456674,0.156162,0.246371,0.513333,0.650869,0.23108,0.440341,0.481925,0.474589,0.569556,0.674623,0.597986
